,country,age,overall_score,gender,country_id
22080,US,16,26,M,234
22081,AU,17,27,O,13
22082,US,64,26,F,234
22083,US,21,27,F,234
22084,US,21,25,O,234
22085,US,34,28,F,234
22086,US,14,18,F,234
22087,FI,23,25,F,71
22088,US,37,26,M,234
22089,GB,41,29,F,78
22090,US,22,25,M,234
22091,US,18,27,F,234
22092,US,15,28,F,234
22093,US,32,30,M,234
22094,US,13,30,F,234
22095,US,16,21,F,234
22096,US,51,23,F,234
22097,US,46,26,M,234
22098,GB,29,27,F,78
22099,US,42,25,F,234
22100,GB,16,30,F,78
22101,GB,39,32,F,78
22102,US,19,24,F,234
22103,GB,54,36,F,78
22104,CA,14,24,F,38
22105,GB,51,26,F,78
22106,LK,42,25,M,131
22107,US,71,22,F,234
22108,US,28,27,F,234
22109,DE,20,26,F,57
22110,GB,19,25,F,78
22111,US,53,22,F,234
22112,PH,14,40,M,178
22113,US,24,22,M,234
22114,US,26,25,F,234
22115,IN,23,24,F,106
22116,US,13,22,M,234
22117,PH,17,23,M,178
22118,IN,18,29,M,106
22119,US,20,29,F,234
22120,ET,28,24,M,69
22121,CA,25,26,M,38
22122,IN,16,32,F,106
22123,GB,17,23,F,78
22124,AU,18,27,F,13
22125,US,21,27,M,234
22126,IE,55,24,F,103
22127,JP,21,27,M,115
22128,SE,19,27,F,198
22129,SE,67,33,M,198
22130,MY,20,27,F,159
22131,AU,16,28,M,13
22132,CA,18,25,F,38
22133,US,14,29,F,234
22134,GB,47,27,F,78
22135,MT,14,28,F,154
22136,DE,28,27,M,57
22137,US,0,26,F,234
22139,IL,17,28,M,104
22140,IE,44,29,M,103
22141,GB,30,26,F,78
22142,US,37,29,F,234
22143,US,42,24,M,234
22144,US,15,27,M,234
22145,CA,26,28,F,38
22146,GB,13,28,0,78
22147,US,14,24,F,234
22148,US,27,25,F,234
22149,US,14,29,F,234
22150,US,15,23,F,234
22151,CA,27,24,M,38
22152,GB,56,26,M,78
22153,NO,17,25,F,168
22154,GB,27,25,F,78
22155,AU,58,21,F,13
22156,CA,0,28,0,38
22157,US,18,26,F,234
22158,US,14,27,F,234
22159,GB,57,26,M,78
22160,CA,0,30,0,38
22161,US,13,24,F,234
22162,US,16,28,F,234
22163,GB,53,25,F,78
22164,US,19,26,O,234
22165,GB,14,20,F,78
22166,US,16,30,F,234
22167,SE,19,28,M,198
22168,GB,56,28,F,78
22169,US,23,25,M,234
22170,US,13,30,F,234
22171,NZ,23,27,M,172
22172,US,56,26,O,234
22173,US,16,24,M,234
22174,US,17,27,F,234
22175,CA,12,10,F,38
22176,AU,20,32,F,13
22177,GB,26,29,F,78
22178,US,40,28,F,234
22179,US,17,23,F,234
22180,CA,43,28,M,38
22181,US,23,22,F,234
22182,US,19,27,F,234
22183,US,18,28,F,234
22184,US,24,26,F,234
22185,MY,17,28,F,159
22186,PH,18,29,F,178
22187,MY,52,30,F,159
22188,US,16,24,F,234
22189,US,16,29,F,234
22190,US,20,25,M,234
22191,US,38,25,M,234
22192,PH,28,22,F,178
22193,PH,16,31,M,178
22194,CA,10,27,F,38
22195,AU,0,28,O,13
22196,IN,21,28,F,106
22197,GB,18,30,M,78
22198,MY,39,30,M,159
22199,GB,24,27,F,78
22200,GB,36,30,M,78
22201,RU,30,29,M,192
22202,US,19,28,M,234
22203,CO,17,24,M,49
22204,ID,33,26,M,102
22205,AU,22,28,F,13
22206,ZA,38,28,M,248
22207,US,16,22,M,234
22208,NG,26,22,F,165
22209,AU,24,23,M,13
22210,US,36,26,F,234
22211,GB,48,16,F,78
22212,GB,54,28,M,78
22213,US,19,29,F,234
22214,US,14,25,M,234
22215,AU,0,25,M,13
22216,US,57,24,M,234
22217,CA,35,32,F,38
22218,US,16,23,F,234
22219,PH,32,27,F,178
22220,GB,40,22,F,78
22221,US,34,27,F,234
22222,US,20,22,F,234
22223,US,17,26,F,234
22224,US,30,24,F,234
22225,US,39,24,F,234
22226,SE,21,29,M,198
22227,US,19,27,F,234
22228,RO,19,25,F,190
22229,US,15,29,F,234
22230,US,14,27,F,234
22231,US,50,26,F,234
22232,HR,0,28,0,99
22233,US,29,26,F,234
22234,US,22,29,F,234
22235,FR,21,27,M,76
22236,GB,33,26,F,78
22237,PR,24,29,M,183
22238,GB,39,30,M,78
22239,HK,20,24,F,96
22240,AU,56,22,F,13
22241,US,53,27,M,234
22242,US,56,25,F,234
22243,CA,25,30,M,38
22244,US,19,31,M,234
22245,US,19,25,M,234
22246,US,28,27,F,234
22247,US,25,27,M,234
22248,GB,24,29,F,78
22249,PT,15,28,F,185
22251,US,23,23,F,234
22252,US,17,29,F,234
22253,GB,26,29,M,78
22254,TR,37,26,F,226
22255,US,15,29,F,234
22256,RO,33,26,F,190
22257,US,25,26,M,234
22258,US,27,29,M,234
22259,US,38,28,M,234
22260,US,35,24,F,234
22261,US,38,28,F,234
22262,US,54,27,F,234
22263,US,44,27,F,234
22264,GB,17,23,F,78
22265,CA,21,27,F,38
22266,US,16,27,F,234
22267,US,33,27,F,234
22268,US,26,26,F,234
22269,US,33,25,F,234
22270,US,13,25,F,234
22271,US,14,28,F,234
22272,US,18,30,F,234
22273,US,14,26,O,234
22274,AU,18,27,F,13
22275,US,22,29,F,234
22276,AU,0,25,M,13
22277,US,15,24,F,234
22278,US,24,26,F,234
22279,IN,18,29,M,106
22280,NL,25,24,F,167
22281,GB,24,31,M,78
22282,US,16,25,F,234
22283,US,22,26,F,234
22284,GB,31,26,F,78
22285,AU,16,27,F,13
22286,GB,17,26,M,78
22287,AU,21,28,M,13
22288,ID,15,23,M,102
22289,AU,46,29,F,13
22290,GB,48,26,F,78
22291,GB,15,23,F,78
22292,CA,35,25,M,38
22293,EG,24,30,F,65
22294,US,67,26,F,234
22295,BR,22,25,M,31
22296,CA,13,28,F,38
22297,US,21,24,F,234
22299,RS,20,28,F,191
22300,US,27,26,M,234
22301,US,37,27,F,234
22302,IT,41,28,M,111
22303,GB,30,25,F,78
22304,US,15,27,M,234
22305,GB,20,23,M,78
22306,US,25,28,F,234
22307,US,17,25,F,234
22308,GB,20,24,F,78
22309,IT,19,26,M,111
22310,SK,37,28,F,203
22311,CA,14,29,F,38
22312,US,16,30,F,234
22313,US,15,22,F,234
22315,US,31,30,M,234
22316,US,18,26,M,234
22317,US,18,25,M,234
22318,US,42,24,F,234
22319,CA,42,32,F,38
22320,AT,25,28,M,12
22321,US,28,25,F,234
22322,SG,17,29,F,199
22323,PK,24,28,F,179
22324,US,28,28,F,234
22325,GB,15,28,M,78
22326,NL,24,24,F,167
22327,GB,19,25,M,78
22328,GB,57,26,F,78
22329,US,39,28,F,234
22330,US,35,27,F,234
22331,US,38,22,F,234
22332,GB,37,22,F,78
22333,GB,39,24,M,78
22334,NZ,18,24,F,172
22335,AU,33,26,M,13
22336,US,18,25,M,234
22337,PH,21,30,M,178
22338,CA,25,29,M,38
22339,CA,26,24,M,38
22340,AU,18,28,M,13
22341,AU,18,25,M,13
22342,AU,16,27,F,13
22343,US,19,31,F,234
22344,US,24,28,F,234
22345,US,18,27,F,234
22346,AU,0,25,O,13
22347,US,15,27,M,234
22348,US,17,25,M,234
22349,US,16,25,M,234
22350,US,13,29,F,234
22351,CR,15,25,F,50
22352,PH,43,28,F,178
22354,HK,35,28,F,96
22355,CA,28,19,F,38
22356,US,16,25,F,234
22357,AU,43,30,F,13
22358,CL,25,26,M,46
22359,NZ,23,23,M,172
22360,KR,30,10,M,123
22361,US,14,24,F,234
22362,US,29,29,M,234
22363,US,37,24,F,234
22364,ZA,39,31,F,248
22365,US,22,25,M,234
22366,US,38,24,F,234
22367,IN,30,26,M,106
22368,NZ,18,24,F,172
22369,AL,16,23,M,5
22370,AU,48,26,F,13
22371,PH,19,25,F,178
22372,US,20,28,M,234
22373,AU,0,29,F,13
22374,GB,17,26,F,78
22375,GB,29,25,F,78
22376,AU,41,25,F,13
22377,AU,30,29,F,13
22378,US,17,29,M,234
22379,FI,18,26,M,71
22380,UA,19,28,M,231
22381,US,35,27,M,234
22382,US,32,29,M,234
22383,GB,16,34,M,78
22384,DK,16,26,F,59
22385,US,30,34,M,234
22386,KR,25,29,F,123
22387,CA,23,26,F,38
22388,NZ,21,27,M,172
22389,US,52,18,F,234
22390,US,22,29,F,234
22391,GB,17,25,F,78
22392,AU,19,28,M,13
22393,US,43,25,M,234
22394,GB,31,30,M,78
22395,GB,0,28,0,78
22396,US,40,25,F,234
22397,IN,32,28,M,106
22398,US,34,27,M,234
22399,GB,27,25,F,78
22400,DE,26,27,F,57
22401,FI,32,31,M,71
22402,NZ,19,27,M,172
22403,NZ,15,26,F,172
22404,US,39,24,F,234
22405,US,16,21,F,234
22406,US,17,27,F,234
22407,GB,17,23,F,78
22408,IE,19,24,M,103
22409,GB,0,24,0,78
22410,US,36,30,M,234
22411,US,15,24,F,234
22412,US,33,26,M,234
22413,US,16,26,F,234
22414,NZ,41,25,F,172
22415,FI,36,26,M,71
22416,AU,23,25,F,13
22417,US,20,28,M,234
22418,AU,19,25,M,13
22419,US,50,27,F,234
22420,US,18,33,F,234
22421,US,14,30,M,234
22422,US,19,25,F,234
22423,US,14,25,F,234
22424,US,16,25,F,234
22425,US,18,27,M,234
22426,US,16,27,M,234
22427,US,17,25,M,234
22428,IN,19,25,M,106
22429,GB,40,30,F,78
22430,US,29,25,M,234
22431,US,20,27,M,234
22432,US,14,26,F,234
22433,IL,34,27,F,104
22434,GB,43,26,F,78
22435,NZ,14,25,F,172
22436,ZA,38,30,F,248
22437,PH,18,24,F,178
22438,AU,14,28,F,13
22439,GB,61,24,M,78
22440,AU,18,26,F,13
22441,SG,34,28,F,199
22442,PH,18,28,F,178
22443,BG,28,28,F,22
22444,NG,28,25,F,165
22445,GB,21,27,F,78
22446,GB,19,25,F,78
22447,GB,31,28,F,78
22448,GB,30,26,M,78
22449,GB,36,26,F,78
22450,US,19,29,M,234
22451,GB,14,25,F,78
22452,NO,25,27,M,168
22453,AU,19,26,F,13
22454,PL,21,19,F,180
22455,US,29,24,F,234
22456,US,15,22,F,234
22457,US,18,26,F,234
22458,US,48,23,F,234
22459,US,44,29,F,234
22460,US,16,30,F,234
22461,US,14,25,F,234
22462,GB,26,26,F,78
22463,US,34,26,F,234
22464,RO,36,34,F,190
22465,US,18,29,M,234
22466,US,22,28,F,234
22467,GB,14,24,F,78
22468,AT,28,27,M,12
22469,SI,27,26,F,201
22470,JM,48,29,F,113
22471,GB,17,33,M,78
22472,CA,15,22,F,38
22473,CA,15,26,M,38
22474,BR,20,28,F,31
22475,EU,16,28,F,70
22476,NZ,24,29,F,172
22477,US,30,28,M,234
22478,GB,20,28,M,78
22479,GB,13,14,F,78
22480,GB,43,28,F,78
22481,DE,31,25,M,57
22482,CA,34,25,M,38
22483,US,26,25,F,234
22484,US,26,28,F,234
22485,US,34,25,F,234
22486,GB,17,24,F,78
22487,US,11,31,F,234
22488,US,13,29,F,234
22489,US,47,27,M,234
22490,US,28,28,F,234
22491,CA,42,27,F,38
22492,US,43,27,F,234
22493,US,51,28,F,234
22494,CA,0,29,F,38
22495,BR,27,25,M,31
22496,AU,16,28,M,13
22497,US,18,25,M,234
22498,US,16,28,F,234
22499,US,21,29,F,234
22500,SG,19,27,F,199
22501,DE,30,26,M,57
22502,US,17,26,F,234
22503,AU,17,25,F,13
22504,US,21,22,F,234
22505,IN,17,25,F,106
22506,CH,35,25,M,43
22507,US,20,23,O,234
22508,US,16,30,F,234
22509,CR,17,30,F,50
22510,NO,40,21,F,168
22511,ID,15,24,F,102
22513,IN,26,32,F,106
22514,GB,56,28,F,78
22516,ES,32,28,F,68
22517,US,20,33,F,234
22518,AU,47,27,F,13
22519,GB,29,27,F,78
22520,SE,23,29,M,198
22521,SE,49,28,F,198
22522,GB,30,25,M,78
22523,US,42,24,F,234
22524,DE,25,26,M,57
22525,AU,17,23,F,13
22526,GB,28,26,M,78
22527,BR,24,24,M,31
22528,AU,31,27,F,13
22529,PH,19,28,F,178
22530,PL,17,26,M,180
22531,IT,19,24,F,111
22532,GB,15,30,F,78
22533,JM,21,27,F,113
22534,US,16,27,M,234
22535,US,18,28,F,234
22536,CA,20,29,M,38
22537,US,22,28,M,234
22538,BR,18,26,M,31
22539,US,23,30,F,234
22540,US,21,26,F,234
22541,BA,16,23,M,17
22542,GB,14,28,M,78
22543,US,20,28,M,234
22544,SA,18,22,M,194
22545,CA,48,26,F,38
22546,AU,53,29,M,13
22547,SG,16,25,M,199
22548,US,55,26,F,234
22549,PT,19,35,M,185
22550,PK,19,27,F,179
22551,CA,45,24,M,38
22552,US,20,28,F,234
22553,US,25,25,F,234
22554,US,56,25,M,234
22555,GB,21,25,M,78
22556,GB,44,25,M,78
22557,US,25,33,M,234
22558,US,30,26,F,234
22559,US,49,25,M,234
22560,GB,43,27,M,78
22561,GB,23,22,F,78
22562,US,32,31,F,234
22563,US,16,26,F,234
22564,US,26,26,F,234
22565,AU,54,27,F,13
22566,CA,53,25,M,38
22568,MK,23,32,F,145
22569,GB,22,25,F,78
22570,US,32,23,F,234
22571,US,15,25,F,234
22572,PH,20,27,F,178
22573,US,17,28,F,234
22574,US,16,15,M,234
22575,GB,18,26,M,78
22576,US,48,28,F,234
22577,CA,36,26,M,38
22578,US,22,25,F,234
22579,CA,21,29,M,38
22580,MY,17,34,F,159
22581,US,21,27,F,234
22582,US,31,25,F,234
22583,US,18,27,F,234
22584,US,23,30,F,234
22585,US,16,25,M,234
22586,US,19,28,M,234
22587,US,21,30,F,234
22588,US,16,24,M,234
22589,US,18,27,F,234
22590,CA,22,28,M,38
22591,US,17,30,F,234
22592,BR,34,25,F,31
22593,US,12,24,F,234
22595,US,20,29,F,234
22596,US,37,29,F,234
22597,PE,18,25,M,175
22598,AU,21,29,M,13
22599,GB,28,23,M,78
22600,CA,17,27,0,38
22601,JO,14,27,F,114
22602,CZ,26,27,F,56
22603,TR,41,30,F,226
22604,FI,26,25,F,71
22605,IN,41,27,F,106
22606,PH,16,29,M,178
22607,US,13,19,M,234
22608,DE,23,22,F,57
22609,PH,18,27,F,178
22610,NL,31,25,F,167
22611,SG,18,29,F,199
22612,IN,0,14,M,106
22613,AU,18,28,F,13
22614,AU,27,26,F,13
22615,GB,18,25,F,78
22616,IE,24,27,F,103
22617,US,20,21,M,234
22618,US,15,29,F,234
22619,US,46,27,F,234
22620,GB,15,27,F,78
22621,AU,40,28,F,13
22622,HK,17,27,M,96
22623,GB,62,27,M,78
22624,GB,18,25,F,78
22625,IN,42,29,M,106
22626,GB,14,27,F,78
22627,AE,29,26,M,1
22628,BE,12,27,F,20
22629,IN,18,28,F,106
22630,US,23,22,F,234
22631,GB,32,22,M,78
22632,US,23,26,F,234
22633,NL,24,28,M,167
22634,BG,18,24,M,22
22635,US,26,25,F,234
22636,GB,41,27,F,78
22637,GB,19,29,M,78
22638,HU,20,29,M,101
22639,GB,37,29,M,78
22640,ES,27,27,F,68
22641,GB,78,25,M,78
22642,MX,19,26,M,158
22643,SE,36,28,F,198
22644,FI,16,23,M,71
22645,GB,43,26,M,78
22646,US,21,26,F,234
22647,US,56,24,F,234
22648,US,16,25,F,234
22649,US,25,25,F,234
22650,BR,16,27,F,31
22651,US,16,27,F,234
22652,AU,16,27,M,13
22653,US,44,31,M,234
22654,US,13,25,F,234
22655,CA,48,27,F,38
22656,GB,24,29,F,78
22657,US,23,29,F,234
22658,US,15,22,F,234
22659,AU,15,27,F,13
22660,US,15,30,M,234
22661,US,21,22,F,234
22662,US,48,28,M,234
22663,US,29,26,O,234
22664,CA,31,23,F,38
22665,US,58,25,F,234
22666,BR,21,27,F,31
22667,US,32,21,F,234
22668,HU,26,25,F,101
22669,US,17,28,F,234
22670,US,17,21,M,234
22671,EG,16,30,M,65
22672,US,17,30,F,234
22673,US,17,28,F,234
22674,US,41,25,M,234
22675,DE,22,22,M,57
22676,CA,18,25,F,38
22677,IN,22,28,M,106
22678,GB,16,24,F,78
22679,GB,42,25,F,78
22680,GB,41,25,M,78
22681,ID,45,24,F,102
22682,GB,0,31,0,78
22683,DE,39,25,F,57
22684,MY,25,25,F,159
22685,US,52,25,F,234
22686,DE,23,24,M,57
22687,GB,23,25,F,78
22688,US,13,25,F,234
22689,PH,24,26,M,178
22690,IN,21,27,F,106
22691,GB,22,24,F,78
22692,TW,16,26,F,229
22693,US,14,25,F,234
22694,AU,20,28,F,13
22696,GB,18,27,F,78
22697,US,15,28,M,234
22698,US,50,25,F,234
22699,KR,38,30,M,123
22700,PT,22,35,M,185
22701,GB,61,24,M,78
22702,SG,18,29,F,199
22703,US,34,24,F,234
22704,GB,33,27,M,78
22705,GB,15,27,F,78
22706,US,32,25,F,234
22707,GB,16,30,F,78
22708,US,32,28,F,234
22709,US,16,27,F,234
22710,US,17,27,F,234
22711,US,31,26,M,234
22712,IN,17,32,M,106
22713,SE,40,25,F,198
22714,GB,0,25,0,78
22715,SE,20,30,M,198
22716,GB,39,30,M,78
22717,GB,22,25,F,78
22718,US,60,23,M,234
22720,US,51,28,M,234
22721,GB,22,27,F,78
22722,BR,29,30,F,31
22723,SE,17,25,M,198
22724,DE,30,30,F,57
22725,US,25,28,F,234
22726,GB,28,28,F,78
22727,ES,41,27,M,68
22728,NL,21,28,M,167
22729,GB,16,25,M,78
22730,GB,42,27,M,78
22731,GB,42,26,F,78
22732,GB,21,27,F,78
22733,US,33,26,F,234
22734,CA,16,26,F,38
22735,NZ,16,10,M,172
22736,US,21,25,M,234
22737,US,29,27,M,234
22738,US,58,27,M,234
22739,US,74,23,F,234
22740,US,20,28,M,234
22741,CA,19,26,M,38
22742,US,16,27,F,234
22743,US,50,31,F,234
22744,AE,29,27,F,1
22745,CA,13,25,F,38
22746,US,15,27,M,234
22747,US,16,25,M,234
22748,US,16,28,F,234
22749,GB,14,28,M,78
22750,AU,18,29,M,13
22751,US,18,29,M,234
22752,US,18,26,F,234
22753,US,14,25,F,234
22754,US,15,25,M,234
22755,US,17,24,F,234
22756,US,29,28,F,234
22757,GB,34,20,F,78
22758,GB,17,25,F,78
22759,GB,16,27,F,78
22760,DE,17,25,F,57
22761,AE,27,29,M,1
22762,IN,18,28,M,106
22763,IN,17,29,M,106
22764,NL,24,27,M,167
22765,CA,32,28,M,38
22766,GB,13,29,F,78
22767,AU,24,24,F,13
22768,AT,38,27,F,12
22769,US,17,25,M,234
22770,GB,19,25,F,78
22771,CA,50,27,M,38
22772,HK,16,25,M,96
22773,PK,25,26,F,179
22774,DE,28,25,M,57
22775,US,14,26,F,234
22776,HU,28,29,F,101
22777,US,15,28,F,234
22778,US,23,29,M,234
22779,PT,47,25,F,185
22780,US,59,34,F,234
22781,FR,30,28,F,76
22782,GB,44,26,F,78
22783,EE,16,26,F,64
22784,IL,36,27,M,104
22785,CA,29,25,F,38
22786,VE,16,29,M,239
22787,CA,33,25,M,38
22788,SE,17,25,M,198
22789,GB,16,22,M,78
22790,US,51,26,M,234
22791,US,18,27,M,234
22792,CA,30,30,F,38
22793,US,42,30,F,234
22794,MY,17,30,F,159
22795,GB,18,28,F,78
22796,US,11,25,F,234
22797,GB,28,28,M,78
22798,GB,15,24,F,78
22799,PH,15,26,F,178
22800,US,20,31,M,234
22801,HK,20,40,M,96
22802,EG,20,27,M,65
22803,US,35,26,F,234
22804,US,18,26,F,234
22805,US,20,26,M,234
22806,NZ,22,30,M,172
22807,US,22,26,M,234
22808,US,36,26,F,234
22809,US,39,32,F,234
22810,US,21,20,F,234
22811,PH,35,30,M,178
22812,PH,19,29,F,178
22813,PH,19,29,F,178
22814,US,20,26,F,234
22815,US,25,28,M,234
22816,US,25,31,M,234
22817,US,17,27,F,234
22818,AU,32,26,F,13
22819,US,21,26,M,234
22820,SG,22,30,F,199
22821,GE,21,27,F,80
22822,MX,23,28,M,158
22823,GB,20,29,M,78
22824,LB,47,23,M,128
22825,AU,18,28,M,13
22826,PK,25,24,M,179
22827,NZ,24,27,M,172
22828,GB,22,28,F,78
22829,ZA,39,26,F,248
22830,US,32,24,F,234
22831,US,36,23,0,234
22832,AU,20,27,F,13
22833,US,35,27,F,234
22834,GB,41,28,F,78
22835,US,28,25,M,234
22836,GB,49,27,F,78
22837,US,41,29,M,234
22838,AU,41,33,F,13
22839,CA,32,26,F,38
22840,NZ,19,23,F,172
22841,US,15,31,M,234
22842,US,21,29,M,234
22843,GB,17,27,F,78
22844,US,25,30,F,234
22845,US,23,29,F,234
22846,GB,35,27,F,78
22847,NG,31,25,M,165
22848,FR,19,28,F,76
22849,US,50,21,F,234
22850,GB,51,29,M,78
22851,US,67,28,F,234
22852,US,24,31,M,234
22853,GB,15,30,F,78
22854,US,23,27,M,234
22855,GB,20,24,F,78
22856,IN,22,30,M,106
22857,US,25,26,F,234
22858,US,39,22,M,234
22859,US,42,30,F,234
22860,GB,17,28,F,78
22861,US,19,27,F,234
22862,DE,23,25,M,57
22863,GB,33,26,F,78
22864,GB,27,29,F,78
22865,US,17,25,F,234
22866,CA,15,24,F,38
22867,US,33,28,F,234
22868,FR,17,29,F,76
22869,US,36,27,F,234
22870,GB,40,29,F,78
22871,US,20,25,M,234
22872,GB,15,27,F,78
22873,PT,23,30,F,185
22874,AR,27,29,F,10
22875,AU,18,26,F,13
22876,GB,20,26,F,78
22877,CA,15,27,F,38
22878,US,20,29,M,234
22879,US,18,30,F,234
22880,US,23,32,F,234
22881,SE,16,28,M,198
22882,US,14,24,F,234
22883,US,21,27,F,234
22884,US,21,28,M,234
22885,US,21,31,F,234
22886,US,1,29,M,234
22887,US,18,27,F,234
22888,US,47,25,F,234
22889,QA,14,24,F,188
22890,US,16,30,F,234
22891,US,36,26,F,234
22892,US,19,28,M,234
22893,IE,18,26,F,103
22894,US,15,22,F,234
22895,HR,36,25,M,99
22896,CA,16,25,F,38
22897,KR,18,29,M,123
22898,US,25,25,M,234
22899,US,14,30,M,234
22900,US,14,28,M,234
22901,GB,58,27,F,78
22902,CA,20,26,M,38
22903,US,18,30,M,234
22904,US,23,25,M,234
22905,DK,40,24,F,59
22906,AU,23,33,F,13
22907,GB,16,26,F,78
22908,IN,23,26,F,106
22909,AU,16,31,F,13
22910,US,42,29,F,234
22911,PH,12,26,F,178
22912,BE,15,24,F,20
22913,GB,58,28,F,78
22914,GB,13,20,F,78
22915,MY,36,22,M,159
22916,GB,19,19,M,78
22917,GB,16,26,F,78
22918,PH,21,30,F,178
22919,ID,13,27,F,102
22920,US,15,23,M,234
22921,US,29,24,M,234
22922,GB,15,25,F,78
22923,GB,32,23,M,78
22924,AU,16,25,0,13
22925,GB,15,25,F,78
22926,US,58,33,F,234
22927,GB,37,27,F,78
22928,US,30,27,F,234
22929,CA,41,24,F,38
22930,US,53,25,F,234
22931,NZ,19,27,F,172
22932,US,17,24,F,234
22933,GB,25,26,F,78
22934,US,50,27,M,234
22935,GB,14,26,F,78
22936,US,31,24,M,234
22937,US,41,28,M,234
22938,GB,32,27,F,78
22939,US,17,25,M,234
22940,US,58,27,F,234
22941,IN,20,29,M,106
22942,US,46,28,M,234
22943,SE,37,35,F,198
22944,US,65,25,F,234
22945,US,33,25,M,234
22946,US,20,24,F,234
22947,US,21,27,M,234
22948,EE,25,36,F,64
22949,CL,23,27,M,46
22951,US,13,25,F,234
22952,CA,28,28,F,38
22953,US,16,24,F,234
22954,US,15,31,F,234
22955,US,32,30,M,234
22956,CO,18,30,M,49
22957,US,23,30,F,234
22958,US,25,27,F,234
22959,US,25,28,F,234
22960,US,18,23,F,234
22961,US,16,27,M,234
22962,US,16,25,M,234
22963,NZ,51,26,F,172
22964,US,58,23,F,234
22965,US,15,28,M,234
22966,HK,30,21,M,96
22967,CA,17,29,F,38
22968,US,18,25,M,234
22969,US,40,22,F,234
22970,US,20,24,F,234
22971,US,17,27,F,234
22972,AU,17,23,M,13
22973,US,30,34,F,234
22974,US,36,27,F,234
22975,US,30,30,F,234
22976,US,28,28,F,234
22977,PH,18,26,F,178
22978,HK,22,40,F,96
22979,GB,43,25,F,78
22980,US,18,27,F,234
22982,ZA,27,30,F,248
22983,AU,15,26,M,13
22984,ID,19,26,F,102
22985,MX,21,28,M,158
22986,BG,20,26,F,22
22987,DE,48,22,F,57
22988,SI,21,25,M,201
22989,IN,30,24,F,106
22990,CA,47,24,M,38
22991,US,42,29,M,234
22992,NG,19,25,M,165
22993,MY,20,28,F,159
22994,US,34,26,M,234
22995,GB,16,26,M,78
22996,GE,34,26,F,80
22997,GB,15,29,F,78
22998,IN,24,28,M,106
22999,US,30,23,F,234
23000,GB,17,28,F,78
23001,US,39,26,F,234
23002,BR,54,30,F,31
23003,MY,17,26,F,159
23004,GB,20,25,F,78
23005,US,15,26,F,234
23006,US,40,26,F,234
23007,US,16,28,F,234
23008,CA,19,31,F,38
23009,GB,34,27,M,78
23010,CA,53,35,M,38
23011,DE,23,27,M,57
23012,US,52,25,F,234
23013,PH,19,27,M,178
23014,US,49,28,F,234
23015,IN,28,25,M,106
23016,US,54,22,F,234
23017,US,19,32,M,234
23018,NZ,0,29,0,172
23019,US,22,27,M,234
23020,AU,49,26,F,13
23021,CA,31,27,0,38
23022,JM,26,24,F,113
23023,US,25,27,F,234
23024,PH,20,31,F,178
23025,CA,22,28,M,38
23026,JM,29,25,F,113
23027,US,19,24,F,234
23028,AU,30,24,F,13
23029,US,17,29,F,234
23030,DE,51,28,F,57
23031,US,19,22,M,234
23032,FR,39,30,F,76
23033,US,48,22,M,234
23034,AU,49,28,M,13
23035,SG,17,32,F,199
23036,AU,24,29,M,13
23037,IN,26,26,M,106
23038,GB,17,27,F,78
23039,SE,48,26,M,198
23040,US,18,24,F,234
23041,GB,33,30,M,78
23042,CO,24,26,F,49
23043,SG,45,28,M,199
23044,ZA,22,25,F,248
23045,GH,21,28,F,83
23046,NZ,27,27,F,172
23047,MA,43,26,F,138
23048,GB,41,25,F,78
23049,US,33,28,F,234
23050,NG,33,31,M,165
23051,AU,15,25,M,13
23052,PH,18,24,F,178
23053,US,45,26,M,234
23054,US,19,32,M,234
23055,IE,53,23,O,103
23056,US,26,24,F,234
23057,US,23,29,F,234
23058,GB,17,25,M,78
23059,US,14,26,F,234
23060,BE,26,28,M,20
23061,ZA,15,25,M,248
23062,GB,27,29,F,78
23063,GB,17,25,F,78
23064,US,39,27,F,234
23065,US,43,28,F,234
23066,DE,29,27,M,57
23067,AU,33,29,F,13
23068,US,18,24,F,234
23069,US,42,26,F,234
23070,CA,19,24,F,38
23071,CA,17,21,F,38
23072,CA,17,29,F,38
23073,US,31,29,F,234
23074,US,27,25,M,234
23075,US,22,27,F,234
23076,US,24,27,M,234
23077,US,19,27,F,234
23078,US,27,26,F,234
23079,US,31,26,M,234
23080,PH,21,25,M,178
23081,US,16,30,F,234
23083,EE,19,29,F,64
23084,ZA,33,31,F,248
23085,US,15,23,F,234
23086,LT,16,30,F,134
23087,PH,13,28,F,178
23088,AU,18,31,M,13
23089,GB,20,28,M,78
23090,TR,34,26,F,226
23091,HU,24,29,M,101
23092,CA,13,24,F,38
23093,US,44,29,F,234
23094,GB,15,23,F,78
23095,US,47,26,M,234
23096,US,24,25,F,234
23097,IN,21,30,F,106
23098,SG,16,20,M,199
23099,GB,50,27,F,78
23100,DE,25,29,M,57
23102,US,17,27,F,234
23103,CA,37,28,M,38
23104,GB,15,30,F,78
23105,US,27,26,F,234
23106,AU,29,24,F,13
23107,US,15,25,F,234
23108,US,36,30,M,234
23109,SE,15,29,F,198
23110,US,17,29,F,234
23111,GB,42,28,M,78
23112,US,18,29,M,234
23113,GB,29,26,F,78
23114,AU,42,27,F,13
23115,US,31,26,F,234
23116,US,45,28,F,234
23117,CA,23,30,M,38
23118,US,26,28,M,234
23119,US,21,24,F,234
23120,CA,16,25,F,38
23121,US,27,28,O,234
23122,CA,55,29,M,38
