,country,age,overall_score,gender,country_id
3361,RU,24,28,M,192
3363,AU,34,25,F,13
3364,US,22,24,F,234
3365,DK,18,26,M,59
3366,AU,18,26,F,13
3368,PK,32,22,F,179
3369,US,39,29,F,234
3370,US,23,23,F,234
3372,US,22,27,F,234
3373,US,24,26,M,234
3374,DE,32,25,M,57
3375,US,24,34,0,234
3376,US,19,24,M,234
3377,AU,21,26,M,13
3378,US,18,30,M,234
3379,US,18,23,F,234
3380,CA,22,29,M,38
3381,US,15,22,M,234
3382,US,18,26,M,234
3383,US,20,29,F,234
3384,US,19,27,M,234
3385,US,19,26,M,234
3386,US,19,31,F,234
3387,MY,19,34,F,159
3388,RO,24,32,M,190
3389,GB,53,26,F,78
3390,US,38,26,F,234
3391,NL,24,25,M,167
3392,US,45,27,F,234
3393,DE,25,27,F,57
3394,IT,12,15,0,111
3395,US,21,26,F,234
3396,US,23,26,F,234
3397,US,26,26,F,234
3398,US,58,28,M,234
3399,RU,44,26,O,192
3400,US,29,29,F,234
3401,GB,30,25,F,78
3402,US,25,27,M,234
3403,HU,0,26,0,101
3404,US,25,26,F,234
3405,TR,31,25,F,226
3406,CA,20,30,F,38
3407,US,32,26,F,234
3408,AU,18,25,F,13
3409,US,17,25,M,234
3410,CA,38,25,F,38
3411,US,34,30,F,234
3412,US,42,22,F,234
3413,US,51,32,F,234
3414,US,19,28,F,234
3415,US,33,27,M,234
3416,IN,26,34,F,106
3417,US,34,28,F,234
3418,CH,38,29,M,43
3419,US,53,27,F,234
3420,US,36,25,F,234
3421,LT,39,27,M,134
3422,US,21,28,F,234
3423,PK,23,29,M,179
3424,US,20,30,F,234
3425,US,22,24,M,234
3426,US,40,24,M,234
3427,US,21,27,F,234
3428,US,24,25,F,234
3429,AU,54,26,F,13
3430,US,21,26,F,234
3431,US,25,26,F,234
3432,NL,23,29,M,167
3433,US,20,30,F,234
3434,AT,15,28,F,12
3435,GB,18,31,F,78
3436,EU,19,28,F,70
3437,DE,20,22,M,57
3438,US,19,23,F,234
3439,US,24,26,F,234
3440,US,33,24,M,234
3441,GB,20,25,F,78
3442,US,32,29,F,234
3443,US,36,28,F,234
3444,US,50,28,F,234
3445,US,16,29,F,234
3446,ZA,33,24,M,248
3447,US,40,29,M,234
3448,US,27,31,F,234
3449,US,43,25,F,234
3450,US,40,20,F,234
3451,CA,15,28,F,38
3452,US,27,30,F,234
3453,US,38,27,M,234
3455,US,35,25,F,234
3456,US,24,31,F,234
3457,US,26,26,F,234
3458,US,21,30,M,234
3459,US,21,30,M,234
3460,US,28,27,M,234
3461,US,14,24,F,234
3462,CA,24,29,M,38
3463,CA,30,27,0,38
3464,US,53,25,F,234
3465,US,56,25,M,234
3466,US,19,24,F,234
3467,US,39,25,F,234
3468,US,38,29,F,234
3469,US,47,26,F,234
3470,CA,24,25,M,38
3471,US,26,27,M,234
3472,US,21,28,F,234
3473,US,44,28,F,234
3474,US,35,27,F,234
3475,GB,29,26,F,78
3476,US,34,26,F,234
3477,US,26,26,F,234
3478,US,47,25,M,234
3479,US,44,29,F,234
3480,SG,16,24,F,199
3481,US,22,27,F,234
3482,US,50,28,M,234
3483,CA,28,27,F,38
3484,US,29,30,M,234
3485,NZ,22,26,M,172
3486,AU,19,32,F,13
3487,GR,28,25,F,90
3488,US,25,26,F,234
3489,CA,0,25,0,38
3490,US,38,28,F,234
3491,US,34,27,F,234
3492,US,50,24,F,234
3493,US,27,27,F,234
3494,US,48,30,M,234
3495,ZA,16,31,F,248
3496,IR,25,29,M,109
3497,CA,20,30,F,38
3498,US,20,31,F,234
3499,US,38,27,F,234
3500,US,25,27,M,234
3501,US,26,29,F,234
3502,FR,25,26,M,76
3503,US,20,25,M,234
3504,US,41,27,F,234
3505,US,27,25,M,234
3506,US,25,31,F,234
3507,US,29,22,F,234
3508,US,23,29,F,234
3509,CA,40,27,F,38
3510,US,19,27,F,234
3511,ES,47,26,M,68
3512,EU,42,23,M,70
3513,US,21,25,M,234
3514,US,18,28,F,234
3515,US,29,31,F,234
3516,US,34,23,F,234
3517,US,25,27,F,234
3518,GB,17,27,M,78
3519,US,25,25,M,234
3520,US,16,30,F,234
3521,US,23,29,F,234
3522,US,58,27,F,234
3523,US,23,30,F,234
3524,US,50,26,F,234
3525,US,49,25,F,234
3526,US,46,26,M,234
3527,US,47,24,F,234
3528,CA,35,27,F,38
3529,US,48,28,M,234
3530,ZA,47,24,M,248
3531,RO,20,32,F,190
3532,US,50,25,F,234
3533,GB,48,27,F,78
3534,MY,30,28,M,159
3535,IT,47,27,F,111
3536,IE,26,26,F,103
3537,GB,42,27,F,78
3538,US,23,28,F,234
3539,CA,21,28,F,38
3540,GB,28,24,F,78
3541,US,30,32,F,234
3542,US,19,27,F,234
3543,US,32,29,F,234
3544,US,14,26,F,234
3545,US,25,13,M,234
3546,RS,20,27,F,191
3547,PL,3,26,F,180
3548,US,23,26,F,234
3549,GB,16,24,F,78
3550,US,32,29,M,234
3551,GB,19,28,F,78
3552,GB,18,31,F,78
3553,US,24,26,F,234
3554,FR,27,26,F,76
3555,US,43,24,F,234
3556,US,72,24,M,234
3557,US,4,23,F,234
3558,US,28,31,F,234
3559,CA,23,30,F,38
3560,US,19,24,F,234
3561,US,26,27,F,234
3562,US,23,30,F,234
3563,US,21,31,F,234
3564,GB,37,25,M,78
3565,US,24,29,M,234
3566,GB,44,27,M,78
3567,US,43,23,F,234
3568,IN,35,26,M,106
3569,GB,60,30,M,78
3570,US,28,28,F,234
3571,CH,27,27,M,43
3572,US,31,25,M,234
3573,ES,21,28,M,68
3574,AU,18,33,F,13
3575,GB,26,27,F,78
3576,US,66,27,F,234
3577,US,28,28,F,234
3578,US,30,26,M,234
3579,CA,28,30,M,38
3580,PH,22,25,F,178
3581,US,31,27,F,234
3582,US,35,24,F,234
3583,US,26,27,M,234
3584,US,31,25,M,234
3585,SG,21,28,F,199
3586,US,36,27,F,234
3587,CA,47,27,F,38
3588,US,19,28,F,234
3589,US,29,28,M,234
3590,US,24,27,F,234
3591,US,25,29,F,234
3592,AU,42,24,F,13
3593,US,23,30,M,234
3594,BR,24,25,F,31
3595,CA,33,27,M,38
3597,IT,18,28,F,111
3598,GB,34,26,F,78
3599,AU,45,28,M,13
3600,AU,19,23,F,13
3601,US,22,29,F,234
3602,PH,23,25,F,178
3603,US,30,31,F,234
3604,PH,16,25,F,178
3605,PH,18,25,F,178
3606,US,21,29,F,234
3607,US,21,31,F,234
3608,US,21,26,M,234
3609,US,38,28,F,234
3610,US,18,27,F,234
3611,US,22,27,F,234
3612,US,20,26,F,234
3613,US,19,27,M,234
3614,US,18,27,F,234
3615,US,16,25,F,234
3616,US,19,26,F,234
3617,US,23,25,F,234
3618,BR,30,28,F,31
3619,US,28,31,M,234
3620,AU,24,26,F,13
3621,US,29,28,F,234
3622,US,63,25,F,234
3623,US,22,25,M,234
3624,AU,24,23,F,13
3625,US,36,31,F,234
3626,US,18,27,F,234
3627,US,43,25,F,234
3628,US,20,26,M,234
3629,PH,0,34,0,178
3630,US,0,30,0,234
3631,US,0,30,0,234
3632,AU,24,25,M,13
3633,RS,34,28,F,191
3634,US,21,22,M,234
3635,PH,16,25,F,178
3636,AR,30,24,M,10
3637,PH,16,29,M,178
3638,GB,37,30,F,78
3639,US,39,29,F,234
3640,HK,24,28,M,96
3641,US,25,25,F,234
3642,US,57,25,F,234
3643,US,42,25,F,234
3644,US,31,26,F,234
3645,US,20,26,F,234
3646,SE,19,26,M,198
3647,US,20,27,M,234
3648,US,41,29,M,234
3649,US,18,27,F,234
3650,NZ,31,28,F,172
3651,US,40,30,M,234
3652,US,25,27,M,234
3653,US,64,28,M,234
3654,AU,17,25,M,13
3655,US,43,28,M,234
3656,US,20,29,M,234
3657,SG,29,28,M,199
3658,PH,16,33,F,178
3659,CA,34,27,M,38
3660,US,17,31,F,234
3661,PH,17,26,M,178
3662,US,70,28,M,234
3663,MY,0,28,0,159
3664,US,23,26,F,234
3665,US,36,25,M,234
3666,US,29,29,M,234
3667,ZA,18,27,M,248
3668,US,26,29,F,234
3669,US,37,26,M,234
3670,IN,24,31,F,106
3671,GB,23,31,F,78
3672,US,35,22,F,234
3673,US,20,24,F,234
3674,US,48,27,F,234
3675,US,33,26,F,234
3676,IN,26,27,M,106
3677,CA,58,26,M,38
3678,US,21,26,F,234
3679,US,19,23,F,234
3680,DE,30,27,M,57
3681,US,21,23,F,234
3682,US,21,28,F,234
3683,US,19,24,F,234
3684,US,29,23,M,234
3685,US,53,26,M,234
3686,US,20,32,F,234
3687,US,24,26,F,234
3688,CA,44,27,F,38
3689,US,21,25,M,234
3690,US,18,27,M,234
3691,US,17,28,M,234
3692,US,17,29,F,234
3693,US,20,30,F,234
3694,PH,16,32,F,178
3695,US,45,25,M,234
3696,PH,16,25,F,178
3697,US,16,28,F,234
3698,PH,0,27,0,178
3699,US,0,31,0,234
3700,MY,20,31,F,159
3701,IN,29,32,F,106
3702,AU,19,29,F,13
3703,GB,28,25,F,78
3704,PH,17,25,F,178
3705,GB,17,27,F,78
3706,PH,16,28,F,178
3707,DE,27,25,F,57
3708,US,14,25,M,234
3709,CA,29,27,F,38
3710,CA,20,27,F,38
3711,US,25,20,M,234
3712,EG,39,30,F,65
3713,US,20,23,F,234
3714,US,25,26,F,234
3715,US,19,29,F,234
3716,US,21,27,M,234
3717,GB,60,27,M,78
3718,CA,48,31,M,38
3719,US,17,28,F,234
3720,US,16,28,F,234
3721,US,25,22,F,234
3722,US,56,23,M,234
3723,PH,17,24,M,178
3724,AU,45,23,F,13
3725,PH,17,28,F,178
3726,CA,33,28,M,38
3727,PH,17,26,F,178
3728,GB,14,31,M,78
3729,PH,17,27,F,178
3730,PH,16,25,F,178
3731,PH,17,25,M,178
3732,GB,21,28,M,78
3733,KE,26,27,F,116
3734,AU,40,27,F,13
3735,PH,16,26,F,178
3736,US,27,29,M,234
3737,US,36,30,M,234
3738,US,41,28,M,234
3739,US,20,26,F,234
3740,PH,16,28,F,178
3741,PH,17,27,F,178
3742,PH,16,25,F,178
3743,KR,34,30,M,123
3744,PH,16,23,F,178
3745,PT,24,28,M,185
3746,US,43,24,F,234
3747,GB,29,27,F,78
3748,GB,36,26,M,78
3749,GB,21,29,F,78
3750,FR,47,27,F,76
3751,US,14,22,F,234
3752,US,30,25,F,234
3753,US,19,25,F,234
3754,PH,16,27,F,178
3755,AU,17,23,M,13
3756,PH,16,26,F,178
3757,US,24,28,M,234
3758,US,31,28,F,234
3759,PH,17,33,F,178
3760,CA,63,25,M,38
3761,US,39,25,M,234
3762,IN,27,26,F,106
3763,US,49,27,M,234
3764,PH,17,27,F,178
3765,PH,16,31,M,178
3766,PH,17,18,M,178
3767,US,22,23,M,234
3768,US,17,29,F,234
3769,DE,61,27,M,57
3770,GB,18,29,M,78
3771,SG,22,31,M,199
3772,BE,22,27,F,20
3773,PH,16,31,F,178
3774,SI,26,30,F,201
3775,PH,17,26,F,178
3776,PH,18,28,F,178
3777,PH,17,26,F,178
3778,SG,22,28,F,199
3779,US,17,27,M,234
3780,PH,16,25,F,178
3781,PH,16,29,F,178
3782,CA,20,26,F,38
3783,US,54,30,M,234
3784,US,44,29,F,234
3785,RO,27,28,F,190
3786,GB,26,23,F,78
3787,DE,38,27,M,57
3788,PT,27,24,M,185
3789,US,18,22,F,234
3790,US,21,25,F,234
3791,PL,16,29,O,180
3792,US,21,22,M,234
3793,US,26,31,F,234
3794,US,16,28,F,234
3795,US,26,25,M,234
3796,US,19,24,M,234
3797,US,22,26,M,234
3798,US,15,31,M,234
3799,US,34,27,F,234
3800,US,28,26,M,234
3801,US,14,28,F,234
3802,CA,32,23,O,38
3803,US,34,24,M,234
3804,SG,21,29,M,199
3805,PH,16,29,F,178
3806,PH,17,24,F,178
3807,PH,19,30,F,178
3808,PH,16,32,F,178
3809,SE,23,25,M,198
3810,PH,16,28,F,178
3811,US,34,27,M,234
3812,PH,17,27,F,178
3813,GB,19,28,F,78
3814,US,26,27,M,234
3815,US,15,28,F,234
3816,US,0,22,0,234
3817,US,20,29,F,234
3818,US,29,26,F,234
3819,GB,59,25,F,78
3820,US,20,27,M,234
3821,US,0,24,F,234
3822,US,35,30,M,234
3823,HU,58,23,M,101
3824,IE,20,26,M,103
3825,HU,27,33,M,101
3826,US,29,26,F,234
3827,US,23,28,F,234
3828,CA,22,28,F,38
3829,HU,27,28,F,101
3830,US,27,27,M,234
3831,CA,20,26,F,38
3832,CA,17,27,M,38
3833,GB,42,27,F,78
3834,PH,17,25,F,178
3835,CA,23,28,F,38
3836,US,30,25,M,234
3837,PH,17,28,F,178
3838,PH,16,31,F,178
3839,PH,17,28,F,178
3840,PH,16,26,F,178
3841,PH,16,28,M,178
3842,US,18,26,M,234
3843,US,26,25,M,234
3844,HR,29,26,F,99
3845,PH,17,36,F,178
3846,PH,16,26,F,178
3847,PH,17,27,F,178
3848,US,48,25,M,234
3849,PH,16,29,F,178
3850,IN,23,26,M,106
3851,TR,36,26,F,226
3852,US,20,28,F,234
3853,US,24,26,M,234
3854,US,31,24,F,234
3855,US,21,22,M,234
3856,US,28,26,F,234
3857,US,25,25,M,234
3858,SK,22,28,M,203
3859,US,40,28,F,234
3860,US,20,26,F,234
3861,US,24,25,M,234
3862,US,19,26,F,234
3863,CA,20,25,F,38
3864,US,20,31,F,234
3865,GB,32,26,M,78
3866,US,15,26,F,234
3867,AU,43,20,0,13
3868,US,19,26,F,234
3869,US,17,30,F,234
3870,US,16,27,M,234
3871,US,20,20,M,234
3872,PH,16,25,F,178
3873,PH,17,26,F,178
3874,NL,34,21,F,167
3875,DE,23,26,F,57
3876,US,50,23,F,234
3877,NZ,20,29,M,172
3878,GB,55,25,M,78
3879,FI,20,26,F,71
3880,PH,18,25,F,178
3881,PH,21,25,F,178
3882,EU,29,32,M,70
3883,GB,42,26,M,78
3884,US,19,27,M,234
3885,GB,17,25,M,78
3886,US,49,26,M,234
3887,US,21,27,F,234
3888,US,19,23,F,234
3889,US,29,26,M,234
3890,US,15,25,F,234
3891,US,23,28,F,234
3892,CZ,26,21,M,56
3893,PL,27,27,M,180
3894,US,43,27,F,234
3895,US,19,26,F,234
3896,US,20,27,F,234
3897,US,19,23,M,234
3898,US,64,23,F,234
3900,US,19,26,F,234
3901,US,15,29,F,234
3902,PH,16,35,F,178
3903,US,21,29,M,234
3904,US,20,23,M,234
3905,US,20,25,F,234
3906,US,25,25,O,234
3907,US,35,25,M,234
3908,PH,26,23,M,178
3909,PH,17,31,M,178
3910,GB,61,27,F,78
3911,PH,16,31,F,178
3912,AU,17,27,F,13
3913,US,19,28,F,234
3914,US,20,27,F,234
3915,AU,23,25,F,13
3916,US,21,27,M,234
3917,PH,17,22,F,178
3918,US,21,25,F,234
3919,US,17,27,F,234
3920,PH,17,30,F,178
3921,US,40,25,M,234
3922,GB,23,25,M,78
3923,US,23,28,O,234
3924,GB,25,29,M,78
3925,AU,31,29,M,13
3926,GB,28,30,F,78
3927,US,26,24,M,234
3928,US,24,29,F,234
3929,GB,37,28,M,78
3930,GB,24,25,F,78
3931,IE,36,28,M,103
3932,GB,17,28,F,78
3933,US,21,28,F,234
3934,US,33,23,M,234
3935,US,61,25,M,234
3936,US,21,22,F,234
3937,US,26,25,M,234
3938,SE,46,25,F,198
3939,US,24,24,F,234
3940,RO,19,27,M,190
3941,CA,54,29,M,38
3942,US,55,25,F,234
3943,GB,56,24,M,78
3944,US,23,25,F,234
3945,US,16,24,M,234
3946,US,47,23,F,234
3947,GB,28,25,M,78
3948,US,16,27,M,234
3949,US,18,25,F,234
3950,US,24,27,F,234
3951,US,21,28,F,234
3952,US,43,31,M,234
3953,US,16,26,F,234
3954,CA,25,26,F,38
3955,US,14,28,M,234
3956,MX,51,21,F,158
3957,AU,24,24,M,13
3958,PH,16,27,M,178
3959,GB,33,21,M,78
3960,US,51,25,F,234
3961,AE,19,28,M,1
3962,PH,17,32,F,178
3963,PH,18,27,F,178
3964,PH,16,26,M,178
3965,GB,28,30,F,78
3966,US,45,30,M,234
3967,KR,23,27,F,123
3968,GB,19,25,F,78
3970,US,20,32,F,234
3971,GB,44,25,F,78
3972,CA,24,21,0,38
3973,US,29,28,F,234
3974,US,33,25,F,234
3975,US,27,25,F,234
3976,GB,49,26,M,78
3977,US,18,28,F,234
3978,US,0,27,F,234
3979,GB,34,24,M,78
3980,US,20,24,F,234
3981,MK,24,33,F,145
3982,ZA,32,29,M,248
3983,GB,30,30,M,78
3984,US,14,25,F,234
3985,US,17,29,F,234
3986,GB,19,29,M,78
3987,US,18,26,M,234
3988,NZ,17,25,M,172
3989,NZ,17,30,F,172
3990,US,19,26,O,234
3991,CA,14,26,F,38
3992,US,25,26,M,234
3993,US,31,24,F,234
3994,PH,17,28,F,178
3995,US,17,24,M,234
3996,US,20,29,F,234
3997,ZA,32,27,M,248
3998,BR,17,29,M,31
3999,PH,17,27,F,178
4000,PH,16,26,F,178
4001,PH,16,28,F,178
4002,PH,19,31,F,178
4003,DE,27,27,F,57
4005,DE,25,24,M,57
4006,PL,36,28,M,180
4007,RO,31,27,F,190
4008,GB,16,27,M,78
4009,GB,16,16,F,78
4010,US,22,29,F,234
4011,US,19,28,M,234
4012,AU,18,25,M,13
4013,PH,17,26,F,178
4014,US,27,26,M,234
4015,US,54,26,F,234
4016,PH,16,27,M,178
4017,DE,20,27,F,57
4018,US,28,28,M,234
4019,US,60,25,M,234
4020,US,23,29,M,234
4021,PH,17,32,F,178
4022,RO,57,25,M,190
4023,US,56,28,M,234
4024,IN,31,29,M,106
4025,ES,34,26,M,68
4026,PH,17,27,F,178
4027,US,22,25,F,234
4028,GB,23,28,M,78
4029,DK,24,26,M,59
4030,PH,16,30,M,178
4031,PH,16,29,M,178
4032,CN,36,28,M,48
4033,NL,33,28,F,167
4034,US,21,29,F,234
4035,CA,24,26,M,38
4036,PH,20,29,M,178
4037,US,17,27,F,234
4038,US,22,26,M,234
4039,AU,43,27,M,13
4040,US,24,24,M,234
4041,CA,17,27,M,38
4042,US,29,28,F,234
4043,US,15,28,F,234
4044,PH,17,31,F,178
4045,PH,18,28,F,178
4046,PH,17,27,F,178
4047,PH,16,27,F,178
4048,PH,16,34,F,178
4049,US,14,29,M,234
4050,AU,32,26,F,13
4051,US,21,28,F,234
4052,US,18,27,M,234
4053,BR,26,28,F,31
4054,US,18,31,M,234
4055,HK,64,26,M,96
4056,PH,18,28,F,178
4057,US,33,31,F,234
4058,PH,16,28,F,178
4059,IE,31,29,M,103
4060,US,58,28,M,234
4061,US,50,24,F,234
4062,PH,26,29,M,178
4063,PH,17,30,M,178
4064,IN,14,30,F,106
4065,NL,49,25,F,167
4066,US,17,27,F,234
4067,US,46,24,M,234
4068,GB,0,27,F,78
4069,US,18,31,F,234
4070,US,16,25,M,234
4071,GB,25,27,F,78
4072,US,47,28,M,234
4073,US,18,26,F,234
4074,NZ,18,24,M,172
4075,PH,17,27,F,178
4076,BR,28,29,F,31
4077,AU,29,33,F,13
4078,US,33,26,F,234
4079,CA,36,26,F,38
4080,US,19,23,M,234
4081,PH,17,27,F,178
4082,PH,17,26,M,178
4083,PH,17,28,F,178
4084,US,27,28,F,234
4085,US,28,27,M,234
4086,US,59,24,F,234
4087,PH,0,31,0,178
4088,IN,38,29,F,106
4089,GB,45,23,F,78
4090,CA,54,30,M,38
4091,PH,17,24,M,178
4092,DE,23,30,F,57
4093,US,24,23,M,234
4094,FI,20,24,O,71
4095,AU,22,27,M,13
4096,PH,16,28,F,178
4097,US,25,24,F,234
4098,US,19,26,F,234
4099,AU,18,28,F,13
4100,US,25,28,F,234
4101,US,44,29,M,234
4102,US,33,24,F,234
4103,GB,22,25,M,78
4104,GH,22,27,F,83
4105,US,16,30,F,234
4106,US,16,29,M,234
4107,DE,22,26,M,57
4108,US,37,26,M,234
4109,US,22,25,M,234
4110,CA,20,30,F,38
4111,US,20,26,F,234
4112,GB,46,24,M,78
4113,AU,25,25,M,13
4114,US,32,28,F,234
4115,HU,23,28,F,101
4116,PH,19,23,F,178
4117,AL,33,30,M,5
4118,MY,21,31,F,159
4119,GB,37,29,F,78
4120,AU,23,27,M,13
4121,PL,26,31,F,180
4122,US,29,28,M,234
4123,GB,28,29,M,78
4124,US,21,30,M,234
4125,US,19,27,F,234
4126,US,23,26,M,234
4127,US,47,27,F,234
4128,US,17,27,M,234
4130,US,22,24,F,234
4131,GB,40,25,M,78
4132,GB,64,20,M,78
4133,RS,40,25,F,191
4134,US,17,28,F,234
4135,PH,16,32,M,178
4136,PH,16,31,F,178
4137,PH,16,30,M,178
4138,PH,19,24,F,178
4139,PH,17,28,F,178
4140,PH,17,26,M,178
4141,PH,16,29,F,178
4142,US,26,28,F,234
4143,PH,16,25,F,178
4144,PH,16,27,F,178
4145,PH,17,30,M,178
4146,US,44,27,F,234
4147,US,21,25,M,234
4148,AU,24,28,F,13
4149,CA,50,31,M,38
4150,AU,24,29,F,13
4151,AU,30,28,M,13
4152,US,20,30,F,234
4153,PH,16,29,F,178
4154,US,22,28,M,234
4155,CA,30,26,F,38
4156,ES,29,24,M,68
4157,GB,33,25,M,78
4158,AU,25,25,M,13
4159,PH,17,26,M,178
4160,LT,27,29,M,134
4161,US,18,27,M,234
4162,US,21,30,F,234
4163,PH,18,27,F,178
4164,PH,18,27,F,178
4165,ID,34,28,M,102
4166,GB,28,26,F,78
4167,GB,21,30,M,78
4168,US,54,27,M,234
4169,US,42,25,F,234
4170,US,35,28,F,234
4171,GB,19,27,F,78
4172,GB,30,23,M,78
4173,CA,19,24,F,38
4174,US,26,27,F,234
4175,US,28,30,F,234
4176,US,27,32,F,234
4177,US,37,28,F,234
4178,US,26,27,F,234
4179,US,35,25,F,234
4180,GB,18,27,F,78
4181,MX,16,23,M,158
4182,US,15,27,O,234
4183,US,30,26,M,234
4184,PH,16,26,F,178
4185,DE,31,28,M,57
4186,PH,16,28,F,178
4187,PH,16,27,F,178
4188,PH,17,27,F,178
4189,PH,16,26,F,178
4190,PH,17,28,F,178
4191,PH,16,29,F,178
4192,PH,17,28,F,178
4193,PH,17,26,F,178
4194,PH,17,22,F,178
4195,US,19,27,M,234
4196,CA,52,19,F,38
4197,PH,16,25,F,178
4198,PH,17,27,F,178
4199,PH,17,27,F,178
4200,PH,17,23,F,178
4201,US,54,21,F,234
4202,PH,18,28,F,178
4203,HU,29,26,M,101
4204,US,31,26,F,234
4205,US,19,29,M,234
4206,US,56,23,M,234
4207,US,0,25,M,234
4208,GB,17,30,F,78
4209,US,19,23,F,234
4210,US,17,28,F,234
4211,US,41,24,M,234
4212,GB,39,24,F,78
4213,US,55,29,M,234
4214,US,30,24,F,234
4215,GB,29,25,M,78
4216,VE,19,28,F,239
4217,US,52,22,M,234
4218,US,20,23,F,234
4219,US,29,28,F,234
4220,PH,16,27,F,178
4221,US,42,30,F,234
4222,PK,24,23,F,179
4223,US,35,24,M,234
4224,PH,18,29,F,178
4225,US,15,27,F,234
4226,US,30,30,F,234
4227,GB,26,23,F,78
4228,US,16,26,M,234
4229,US,20,25,M,234
4230,US,17,29,F,234
4231,PH,17,29,F,178
4232,SG,16,25,F,199
4233,US,59,28,M,234
4234,US,53,24,F,234
4235,US,22,31,M,234
4236,AU,17,31,F,13
4237,PH,16,25,F,178
4238,PH,17,29,F,178
4239,PH,17,27,F,178
4240,US,32,22,F,234
4241,US,58,27,M,234
4242,US,19,29,F,234
4243,US,22,30,M,234
4244,PH,20,27,M,178
4245,AU,26,29,F,13
4246,FI,22,28,M,71
4247,PH,16,30,F,178
4248,PH,16,28,F,178
4249,US,24,28,F,234
4250,BA,27,30,F,17
4251,US,18,25,F,234
4252,AU,17,25,M,13
4253,US,71,27,M,234
4254,BG,15,26,M,22
4255,US,21,26,M,234
4256,US,68,29,M,234
4257,AU,18,27,F,13
4258,US,42,30,F,234
4259,US,31,25,F,234
4260,US,30,25,F,234
4261,CA,27,26,F,38
4262,CA,25,24,F,38
4263,PH,16,28,F,178
4264,US,49,25,F,234
4265,US,24,22,F,234
4266,PH,17,29,M,178
4267,PH,18,26,F,178
4268,PH,17,32,M,178
4269,PH,17,27,F,178
4270,PH,17,31,F,178
4271,CA,38,26,F,38
4272,US,17,31,M,234
4273,PH,16,31,F,178
4274,PH,17,25,F,178
4275,PH,16,28,F,178
4276,PH,17,27,M,178
4277,FR,25,28,F,76
4278,PH,17,40,F,178
4279,PH,17,30,F,178
4280,PH,17,30,F,178
4281,PH,17,29,M,178
4282,PH,20,28,F,178
4283,PH,20,29,F,178
4284,PH,17,30,F,178
4285,PH,17,32,F,178
4286,SE,36,26,F,198
4287,US,52,18,M,234
4288,GB,31,30,F,78
4289,US,26,26,F,234
4290,CA,28,27,M,38
4291,ZA,54,27,M,248
4292,RS,32,28,M,191
4293,PH,16,33,F,178
4294,US,59,25,F,234
4295,NL,22,27,M,167
4296,AU,30,28,M,13
4297,GB,36,28,M,78
4298,US,30,27,M,234
4299,NL,28,29,F,167
4300,DE,24,25,M,57
4301,US,21,29,F,234
4302,US,36,23,F,234
4303,US,21,27,M,234
4304,PH,16,33,M,178
4305,CA,24,24,F,38
4306,PH,17,32,F,178
4307,PH,17,26,M,178
4308,PH,17,27,F,178
4309,PH,17,27,F,178
4310,PH,17,29,F,178
4311,PH,17,28,F,178
4312,IT,40,27,M,111
4313,GB,22,29,M,78
4314,PH,17,28,F,178
4315,PH,17,34,F,178
4316,PH,17,33,F,178
4317,PH,20,25,F,178
4318,GB,34,23,F,78
4319,GB,50,27,F,78
4320,PH,17,30,M,178
4321,PH,18,27,F,178
4322,PH,16,31,F,178
4323,IN,27,26,F,106
4324,CA,38,29,F,38
4325,SG,18,29,F,199
4326,US,48,24,F,234
4327,AU,18,23,F,13
4328,US,42,25,F,234
4329,US,24,24,F,234
4330,US,19,27,F,234
4332,US,26,23,F,234
4333,US,27,25,F,234
4334,US,32,26,F,234
4335,US,46,25,M,234
4336,US,59,25,F,234
4337,DE,28,27,M,57
4338,NL,17,27,M,167
4339,CA,54,24,M,38
4340,TR,29,29,F,226
4341,US,15,27,F,234
4342,GB,18,29,F,78
4343,GB,34,25,F,78
4344,US,30,26,F,234
4345,JP,24,26,F,115
4346,GB,35,26,M,78
4347,PH,17,27,F,178
4348,PH,16,32,M,178
4349,US,20,29,F,234
4350,CA,43,27,F,38
4351,US,17,24,F,234
4352,US,21,29,M,234
4353,CA,19,26,M,38
4354,PH,16,25,M,178
4355,PK,17,21,F,179
4356,PH,0,30,F,178
4357,PL,44,20,M,180
4358,US,36,26,F,234
4359,US,59,27,F,234
4360,GB,49,25,M,78
4361,BG,22,30,M,22
4362,US,23,27,F,234
4363,US,0,26,M,234
4364,US,34,30,M,234
4365,RU,25,28,M,192
4366,US,27,28,F,234
4367,GB,19,27,M,78
4368,US,24,28,M,234
4369,CA,25,29,M,38
4370,US,20,23,F,234
4371,GB,28,25,F,78
4372,US,24,28,M,234
4373,CA,17,27,M,38
4374,US,32,24,F,234
4375,US,56,23,M,234
4376,US,16,28,F,234
4377,GB,18,28,F,78
4378,US,34,26,F,234
4379,US,16,28,F,234
4380,US,36,28,M,234
4381,PH,16,31,M,178
4382,CA,31,23,M,38
4383,US,16,29,O,234
4384,US,25,27,M,234
4385,PH,16,32,F,178
4387,LT,43,25,F,134
4388,US,32,27,F,234
4389,US,25,27,F,234
4390,AU,38,29,F,13
4391,AE,41,26,F,1
4392,CA,38,25,M,38
4393,US,32,28,F,234
4394,US,15,27,F,234
4395,GB,32,27,F,78
4396,DE,18,28,M,57
4397,US,27,24,M,234
4398,GB,24,29,M,78
4399,US,19,27,M,234
4400,AU,49,24,M,13
4401,US,20,26,F,234
4402,ID,22,29,F,102
4403,IN,24,25,F,106
4404,US,56,24,M,234
